alarm_id,dataset_vehicle_code,event_type,point_index,timestamp_utc,latitude,longitude,speed_kmh,angle,course,ew
03012ab5-5dcd-4f30-bbfa-5ce12499e4ea,M477YM790,Yawning,0,2026-05-14T23:50:10+00:00,55.689842,37.823503,63.0,111.72592946145319,125.5140618372838,False
05977363-5b3f-4bd0-8a62-401d7a84be17,V224BB125,SeatBelt,0,2026-05-14T21:01:19+00:00,43.060311,131.90313,69.0,234.522234057274,228.278836193945,True
05977363-5b3f-4bd0-8a62-401d7a84be17,V224BB125,SeatBelt,1,2026-05-14T21:01:34+00:00,43.058580000000006,131.900473,69.0,232.1300219015664,227.21099974642516,True
106c40d5-ee6a-4691-a97a-9762c7f34c02,V224BB125,Smoking,0,2026-05-15T00:00:56+00:00,42.97826,131.909516,77.0,241.140431649615,252.04331171611602,False
11118a13-d10a-4428-8cdd-f8d7f6ce0698,A079AM250,Yawning,0,2026-05-14T19:41:05+00:00,55.86023600000001,37.584241,58.0,178.13523228556315,179.11368256187393,False
155a16a0-ca5e-4313-9369-56288624ccb5,M477YM790,Drowsiness,0,2026-05-14T23:50:10+00:00,55.689842,37.823503,63.0,111.72592946145319,125.5140618372838,False
15ffa66e-56c3-46fe-a527-618ea12c2396,S737CE198,SharpBraking,0,2026-05-14T18:51:10+00:00,59.92067399999999,30.408454,71.0,125.59756520194473,147.91235211970877,True
1c4e15ff-ff19-4531-b8a4-5c71ec49fe5c,M083OU124,SeatBelt,0,2026-05-14T19:11:06+00:00,69.341598,88.166383,53.0,22.996969840039768,9.532108041200956,False
283481ec-2f86-482d-a2fc-ee0914996e48,S806UA797,NoDriver,0,2026-05-14T19:08:24+00:00,62.943096,76.990975,36.0,86.82582418589176,98.55998731403463,True
2b23bea5-0647-4428-b64e-4a99f8304f3f,O802UE198,Distraction,0,2026-05-14T22:35:37+00:00,59.960513,30.447570000000002,64.0,87.79152763445468,88.77811486150017,False
395a269d-0a57-4a4a-857c-14a7d759b99b,T266AK977,SpeedLimitViolation,0,2026-05-14T22:37:19+00:00,54.170328,33.228383,105.0,83.70880013014677,77.52123896780785,True
439e3dfb-d41c-476f-a05d-5f062783d2f9,S737CE198,CollisionWarning,0,2026-05-14T18:51:10+00:00,59.92067399999999,30.408454,71.0,125.59756520198081,147.91235211970877,True
4e86f67f-340f-4db7-9972-b8e5646a9668,S737CE198,DangerousDistance,0,2026-05-14T18:51:10+00:00,59.92067399999999,30.408454,71.0,125.59756520198081,147.91235211970877,True
56afc372-b79a-45b5-9207-1b8dd08e5b81,T266AK977,NoDriver,0,2026-05-14T21:03:34+00:00,55.71085800000001,37.725238,92.0,110.56053180582923,124.65467459477554,True
69050c45-57a5-4b8c-be5a-54454372e1e3,V224BB125,PedestrianWarning,0,2026-05-14T21:01:19+00:00,43.060311,131.90313,69.0,233.62759348314825,228.278836193945,True
69050c45-57a5-4b8c-be5a-54454372e1e3,V224BB125,PedestrianWarning,1,2026-05-14T21:01:34+00:00,43.058580000000006,131.900473,69.0,230.96588918694877,227.21099974642516,True
6f4471aa-fd1b-4329-874b-461f03900242,M482AT156,Smoking,0,2026-05-14T23:33:17+00:00,54.723761,56.09658,109.0,114.11627811758912,0.0,True
6f4471aa-fd1b-4329-874b-461f03900242,M482AT156,Smoking,1,2026-05-14T23:45:28+00:00,54.699405000000006,56.107724999999995,109.0,221.43027616489584,259.25281265758883,True
6f4471aa-fd1b-4329-874b-461f03900242,M482AT156,Smoking,2,2026-05-14T23:46:43+00:00,54.70568300000001,56.077733,109.0,309.4494873066364,345.5824508684371,True
6f4471aa-fd1b-4329-874b-461f03900242,M482AT156,Smoking,3,2026-05-14T23:57:28+00:00,54.720811,56.082828000000006,109.0,37.994584889436275,54.31765339642635,True
6f4471aa-fd1b-4329-874b-461f03900242,M482AT156,Smoking,4,2026-05-14T23:58:58+00:00,54.715128,56.118025,109.0,136.51514635729737,162.9175113355085,True
6f4471aa-fd1b-4329-874b-461f03900242,M482AT156,Smoking,5,2026-05-14T23:59:43+00:00,54.703141,56.11491000000001,109.0,238.61773688374092,228.42907126399936,True
6f7ba1fa-dbe7-4096-bb1d-1b01bf7b5eb0,T266AK977,CollisionWarning,0,2026-05-14T21:03:34+00:00,55.71085800000001,37.725238,92.0,110.56053180580473,124.65467459477554,True
7b8f3a75-9fe0-4b2b-a374-bc74e30f50c3,A079AM250,SeatBelt,0,2026-05-14T23:09:21+00:00,55.813017,37.582784000000004,39.0,345.5823452416975,348.7991214263301,False
7b8f3a75-9fe0-4b2b-a374-bc74e30f50c3,A079AM250,SeatBelt,1,2026-05-14T23:09:51+00:00,55.814895,37.583378,39.0,82.47922903979925,78.37783306446283,False
7dc1110a-8f27-4cac-9d68-b6b602f346ca,T780RN198,Distraction,0,2026-05-14T20:43:35+00:00,59.97455599999999,30.43088,61.0,95.20458964521356,90.94671352595572,False
812df409-161d-4c62-a07b-109361709897,S737CE198,SharpLeftTurn,0,2026-05-14T18:51:10+00:00,59.92067399999999,30.408454,71.0,125.59756520198081,147.91235211970877,True
9cf96b29-9309-4bf4-9c4f-fdf847e196f6,T780RN198,SharpAcceleration,0,2026-05-14T20:43:35+00:00,59.97455599999999,30.43088,61.0,95.20458964521356,90.94671352595572,False
a9e4a086-c515-4a63-8722-55f6f04fcf81,S725AT159,Distraction,0,2026-05-14T23:31:17+00:00,59.43156100000001,56.905561000000006,95.0,86.02951319527845,70.63693097357151,False
b569370b-2c25-410b-b6df-b1f13d81bf84,O802UE198,SharpBraking,0,2026-05-14T22:35:37+00:00,59.960513,30.447570000000002,64.0,87.79152763455463,88.77811486150017,False
b855d68a-fb90-4b80-b7ed-16616fee9b9f,S725AT159,Yawning,0,2026-05-14T23:18:17+00:00,59.520908,56.81575300000001,97.0,135.88913801659209,153.40165261751395,False
ba9fb320-7c41-4927-bd38-5b13becd6132,M083OU124,NoDriver,0,2026-05-14T19:11:06+00:00,69.341598,88.166383,53.0,22.996969840039768,9.532108041200956,False
c9d7216b-0959-495b-ba1e-8ee32d6d4cc7,A079AM250,DangerousDistance,0,2026-05-14T19:04:31+00:00,55.954239,37.536244,78.0,155.46593775933363,160.71819845622304,True
cf91b784-1798-4008-8acd-760eb8d365e7,S806UA797,Drowsiness,0,2026-05-14T22:26:20+00:00,62.998805999999995,77.017328,21.0,91.65610344974694,95.87705328729766,True
cf91b784-1798-4008-8acd-760eb8d365e7,S806UA797,Drowsiness,1,2026-05-14T22:29:35+00:00,62.999215,77.032415,21.0,89.57083806364534,90.2974153057205,False
cfc131e6-dc1f-4809-9b97-60b5b972b1ce,T266AK977,SharpAcceleration,0,2026-05-14T19:32:33+00:00,55.716535,37.68733,84.0,254.18904059873842,242.96364299300927,False
cfc131e6-dc1f-4809-9b97-60b5b972b1ce,T266AK977,SharpAcceleration,1,2026-05-14T19:32:34+00:00,55.71644100000001,37.687003,84.0,254.07362373086346,243.06934602391783,False
e51a3984-2706-4972-b850-d424435dcd11,M083OU124,Smoking,0,2026-05-14T19:11:06+00:00,69.341598,88.166383,53.0,22.996969840039768,9.532108041200956,False
e7652db8-5f43-41de-a26b-6f4ad25fc476,M482AT156,NoDriver,0,2026-05-14T23:45:28+00:00,54.699405000000006,56.107724999999995,109.0,221.43027616491906,259.25281265758883,True
e7652db8-5f43-41de-a26b-6f4ad25fc476,M482AT156,NoDriver,1,2026-05-14T23:46:43+00:00,54.70568300000001,56.077733,109.0,309.44948730661633,345.5824508684371,True
e7652db8-5f43-41de-a26b-6f4ad25fc476,M482AT156,NoDriver,2,2026-05-14T23:57:28+00:00,54.720811,56.082828000000006,109.0,37.994584889436275,54.31765339642635,True
e7652db8-5f43-41de-a26b-6f4ad25fc476,M482AT156,NoDriver,3,2026-05-14T23:58:58+00:00,54.715128,56.118025,109.0,136.51514635729737,162.9175113355085,True
e7652db8-5f43-41de-a26b-6f4ad25fc476,M482AT156,NoDriver,4,2026-05-14T23:59:43+00:00,54.703141,56.11491000000001,109.0,238.61773688374092,228.42907126399936,True
e7652db8-5f43-41de-a26b-6f4ad25fc476,M482AT156,NoDriver,5,2026-05-15T00:04:43+00:00,54.701551,56.11303,109.0,221.69409641198538,237.07375648223183,True
e7652db8-5f43-41de-a26b-6f4ad25fc476,M482AT156,NoDriver,6,2026-05-15T00:05:28+00:00,54.698901,56.092798,109.0,268.3142864280335,288.7694606210693,True
e7652db8-5f43-41de-a26b-6f4ad25fc476,M482AT156,NoDriver,7,2026-05-15T00:05:43+00:00,54.700223,56.086065,109.0,280.07187722096444,304.83124230449374,True
e7652db8-5f43-41de-a26b-6f4ad25fc476,M482AT156,NoDriver,8,2026-05-15T00:05:58+00:00,54.702468,56.08048099999999,109.0,294.0976068651386,331.9501879480281,True
e7652db8-5f43-41de-a26b-6f4ad25fc476,M482AT156,NoDriver,9,2026-05-15T00:06:28+00:00,54.71003000000001,56.075373,109.0,333.5350857216285,346.1163357306972,True
e7652db8-5f43-41de-a26b-6f4ad25fc476,M482AT156,NoDriver,10,2026-05-15T00:08:28+00:00,54.71846000000001,56.115308,109.0,125.34929967378991,151.25556247703793,True
e7652db8-5f43-41de-a26b-6f4ad25fc476,M482AT156,NoDriver,11,2026-05-15T00:11:58+00:00,54.719698,56.081081,109.0,56.555982298327535,52.416182664904,True
